Unnamed: 0,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre,image_url,manga_url
184,Machida-kun no Sekai,The world of Machida-kun,町田くんの世界,Finished,7.0,28.0,False,186,8.39,7628,700,18027,605,"Hajime Machida, despite being a completely average teenager, is adored by his family, friends, and even his classmates. His kind and helpful nature leads to special encounters on a daily basis, whether it be with his younger siblings at home or just someone he meets on the street. Through these interactions and brand new experiences, Machida begins to learn more about himself and the differences between the various types of love. [Written by MAL Rewrite] Included one-shot: Volume 3: Ai, Aru Seikatsu","Jun  13, 2013 to Apr  13, 2018","'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201602/201602090513222668.jpg,https://ninemanga.com/manga/Machida-kun+no+Sekai.html
185,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,Publishing,unkown,unkown,True,187,8.39,36102,93,88652,4421,"It is just another ordinary day for Satoru Mikami. The sun is shining brightly on the streets of Tokyo, and he is in the midst of a discussion with his colleagues when suddenly he gets stabbed by a passing robber. The average 37-year-old corporate worker is now at death's door, and he has only one regret—dying a virgin. Fading out, he is startled by a mysterious AI-like voice reciting commands. Satoru abruptly wakes up in the middle of a strange cave, but something odd has happened: he is now a goop of slime! Thanks to his new body, he has acquired the skill to absorb anything and obtain its appearance and abilities. While testing out his newfound powers and exploring the cave, he stumbles upon a massive dragon named Veldora, who has been sealed away for the past three hundred years. After quickly befriending the beast, Satoru decides to help him escape; in exchange, Satoru is bestowed a new name: ""Rimuru Tempest."" Wishing to avoid a life like his boring and mundane past, Rimuru is about to set out on a grand quest that will change his own destiny and the fate of his new world. [Written by MAL Rewrite]","Mar  26, 2015 to present","'Fantasy', 'Shounen'",https://ta1.yx247.com/files/img/logo/201506/201506052150055780.jpg,https://ninemanga.com/manga/Tensei+shitara+Slime+Datta+Ken.html
186,xxxHOLiC,xxxHOLiC,xxxHOLiC,Finished,19.0,213.0,False,184,8.39,29315,144,68809,4587,"Living alone after his parents passed away, Kimihiro Watanuki is a high school student who can see otherworldly creatures that are attracted to him. His days are plagued by these nuisances, and he wishes to rid himself of this inconvenience. One fateful day, as Kimihiro is being chased by a horde of spirits, his feet bring him into a mysterious store to seek shelter. Here he meets Yuuko Ichihara, the mistress of this supposed store, who claims to be able to grant wishes. Yuuko offers to grant Kimihiro's, as long as he pays an appropriate price. Thus begins Kimihiro's time working in her store to earn the payment necessary for his wish. In Yuuko's employ, he must become further involved with spirits and the supernatural before he can leave that world behind. How will he fare in the inexplicable encounters that await him? [Written by MAL Rewrite]","Feb  24, 2003 to Feb  9, 2011","'Comedy', 'Mystery', 'Drama', 'Magic', 'Supernatural', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220236477429.jpg,https://ninemanga.com/manga/xxxHOLiC.html
187,Cardcaptor Sakura,Cardcaptor Sakura,カードキャプターさくら,Finished,12.0,50.0,False,192,8.38,27532,196,53010,3412,"""Herein lie the Clow Cards—if their seal is broken, disaster shall befall this world..."" Sakura Kinomoto is an energetic and sweet 10-year-old girl attending Tomoeda Elementary School. One day not long after entering the fourth grade, Sakura finds a mysterious book titled ""The Clow"" hidden within her father's bookshelves. Upon opening it, a small, winged creature with an Osakan accent comes out of the book and introduces itself as Keroberos, the Creature of the Seal who guards magical cards known as the Clow Cards and keeps them from escaping the book. Unfortunately for the plushy guardian, it seems that the Clow Cards have already escaped—and now Sakura is tasked with capturing them before the cards unleash their powers and cause havoc all over Tomoeda! With the support of the tiny guardian who she nicknames ""Kero"" and her best friend Tomoyo Daidouji, Sakura must wield a magical bird-shaped key and use her new powers as the Cardcaptor to maintain peace and ensure that everything is alright. [Written by MAL Rewrite]","May  2, 1996 to Jul  3, 2000","'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201507/201507061909309960.jpg,https://ninemanga.com/manga/Cardcaptor+Sakura.html
188,SKET Dance,unkown,SKET DANCE,Finished,32.0,288.0,False,193,8.38,10358,453,26558,1316,"Kaimei High School is full of eccentric individuals, students, and teachers alike. Amongst the school's many clubs is the SKET Brigade, officially known as the Living Assistance Club. Comprised of the somewhat idiotic Yuusuke ""Bossun"" Fujisaki, the gallant Hime ""Himeko"" Onizuka, and the silent but surprisingly popular Kazuyoshi ""Switch"" Usui, the SKET Brigade is dedicated to solving various problems on campus. However, the club rarely receives requests, so the members spend most of their time messing around with random, trivial matters. Both hilarious and heartwarming, SKET Dance is a lighthearted comedy following the daily high school lives of an odd trio of friends. [Written by MAL Rewrite]","Jul  14, 2007 to Jul  8, 2013","'Comedy', 'Drama', 'School', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220914142135.jpg,https://ninemanga.com/manga/SKET+Dance.html
189,Hadashi no Gen,Barefoot Gen,はだしのゲン,Finished,10.0,54.0,False,194,8.38,1994,1705,8177,162,"1945, Japan. Gen Nakaoka is a spirited six-year-old boy who lives with his poor yet loving family in wartime Hiroshima. As the second World War rages on, Gen's father Daikichi stands among the few outspoken who are opposed to the emperor and stand for the innocent civilians bearing the brunt of the war. However, in a society with nothing but feverous support for their nation, Gen and his family are ostracized as traitors. Unbeknownst to them, a terrible fate awaits the people of Hiroshima... One quiet morning, the US forces drop an atomic bomb on Hiroshima. In an instant, the city is completely destroyed, leaving thousands dead and many more exposed to radiation. Though Gen manages to survive the blast, he finds his life irreversibly changed. Regrouping with what's left of his family, Gen must now grapple with starvation, destitution, and an unsympathetic public who see survivors as little more than disease-ridden beggars. Based on author Keiji Nakazawa's real-life experiences, Hadashi no Gen follows Gen and his fellow survivors in their struggle to survive in post-war Hiroshima. Gen resolves to soldier on with unwavering determination, while never forgiving those who caused the atrocity, never forgetting the pain of the bomb, and never letting his spirit be broken by the tragedy. [Written by MAL Rewrite]","May  22, 1973 to Sep  10, 1974","'Drama', 'Historical', 'Shounen'",https://ta1.yx247.com/files/img/logo/201704/201704240220038248.jpg,https://ninemanga.com/manga/Hadashi+no+Gen.html
190,Annarasumanara,Annarasumanara,안나라수마나라,Finished,3.0,27.0,False,189,8.38,23788,188,54478,2565,"There is a rumor that a magician lives in the tent by the abandoned theme park; some even say his magic is real. However, before he starts his show, he always asks his audience: ""Do you believe in magic?"" For Yoon Ah-ee, magic seems like a distant memory. Faced with the harsh reality of poverty, she spends all her time studying, working, and taking care of her younger sister in the absence of their parents. She no longer believes in the wonders of magic, just like her skeptical classmate Na Il-Deung, who has been brought up to believe that a good education is the only way to approach life. When Ah-ee stumbles into the abandoned theme park and has a chance encounter with the magician, her life is changed forever. Annarasumanara reveals a philosophical, heartwarming, and thought-provoking story of what it means to grow up into the person you want to be. [Written by MAL Rewrite]","Jul  2, 2010 to Dec  31, 2010","'Mystery', 'Drama', 'Romance', 'School', 'Psychological', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220803504747.jpg,https://ninemanga.com/manga/Annarasumanara.html
191,Imawa no Kuni no Alice,Alice in Borderland,今際の国のアリス,Finished,18.0,87.0,False,190,8.38,13621,311,37726,1738,"Feeling unsettled about the future, high school student Ryouhei Arisu often escapes the reality of life. After hanging out at a bar, Arisu and his best friends, Daikichi Karube and Chouta Segawa, wait for the first train to arrive in the morning. Suddenly, a colorful array of fireworks set off in the sky, and an enormous blinding firework renders them unconscious. The trio finds themselves back at the bar covered in dust, discovering that the city has become a barren wasteland. But instead of being worried, Arisu feels alive for the very first time in his life and relishes the freedom of this lifeless city. However, his bliss is cut short when the group rashly enters a festival venue. Seeing its delicacies and lively ambiance, they think the place is a dream; unbeknownst to them, it will be the setting for their first deadly game. Together with his friends, Arisu slowly enters the mysterious area known as the Borderland—an unknown country where every game puts their lives at stake, and a single misstep can lead to their demise. [Written by MAL Rewrite]","Nov  25, 2010 to Mar  2, 2016","'Action', 'Horror', 'Shounen', 'Supernatural', 'Psychological'",https://ta1.yx247.com/files/img/logo/201512/2015122922300238221278.jpg,https://ninemanga.com/manga/Imawa+no+Kuni+no+Alice.html
192,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,おおかみこどもの雨と雪,Finished,3.0,16.0,False,191,8.38,8411,632,19599,469,"The story covers 13 years and begins with a 19-year-old college student named Hana who encounters and falls in ""fairy tale-like"" love with a ""wolf man."" After marrying the wolf man, Hana gives birth and raises two wolf children—an older sister named Yuki who was born on a snowy day, and a younger brother named Ame who was born on a rainy day. The four quietly lived in a corner of a city to conceal the existence of the ""wolf children,"" but when the wolf man suddenly dies, Hana decides to move to a rural town far removed from the city. (Source: ANN)","Apr  4, 2012 to Aug  3, 2013","'Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220637454301.jpg,https://ninemanga.com/manga/Ookami+Kodomo+no+Ame+to+Yuki.html
193,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,Publishing,unkown,unkown,True,188,8.38,19694,129,75734,3524,"Despite having the ability to see otherworldly creatures, Chise Hatori has never considered herself lucky. Ever since her parents abandoned her at a young age, it has been the center of her hardship, driving her to the point of selling herself to the slave market, just to secure a place she can call home. Presented to the bidders as a rare ''Sleigh Beggy''—beings who have an unusually high affinity to magical energies—Chise's last remaining hope appears in the form of Elias Ainsworth, a mysterious magus more beast than man. Rather than keep her as a slave, he has decided to make her his apprentice, as well as his bride. Chise is not only physically transported to the English countryside where Elias lives, but also introduced to a world where wondrous things such as fairies and dragons are the norm. But she soon realizes there is as much to fear in her new life as there is to marvel at. And lying at the heart of it all is the question of whether she has fallen into the hands of something much darker than her own inner demons. [Written by MAL Rewrite]","Nov  30, 2013 to present","'Fantasy', 'Magic', 'Shounen', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201510/201510121746307216.jpg,https://ninemanga.com/manga/Mahoutsukai+no+Yome.html
